../jeu_100_25_4.txt_3_currentSA	../jeu_100_25_4.txt_3_bestSA	../jeu_100_25_4.txt_3_currentTS	../jeu_100_25_4.txt_3_bestTS	../jeu_100_25_4.txt_3_currentGrasp	../jeu_100_25_4.txt_3_bestGrasp	../jeu_100_25_4.txt_3_currentIG	../jeu_100_25_4.txt_3_bestIG	
16305	16734	22020	23460	24633	24633	19648	25180	
16305	16734	22165	23460	24963	24963	20432	25180	
16305	16734	22065	23460	25164	25164	20980	25180	
16305	16734	21741	23460	25164	25164	21567	25180	
16305	16734	22276	23460	25164	25164	22126	25180	
16305	16734	21944	23460	25215	25215	22434	25180	
16305	16734	22223	23460	25355	25355	22923	25180	
16305	16734	22420	23460	92	25355	23269	25180	
16305	16734	22185	23460	172	25355	23633	25180	
16182	16734	22260	23460	292	25355	23886	25180	
16182	16734	22284	23460	349	25355	24186	25180	
16182	16734	22655	23460	558	25355	24443	25180	
16182	16734	22584	23460	656	25355	24710	25180	
16182	16734	22340	23460	705	25355	25004	25180	
16182	16734	22243	23460	936	25355	25180	25180	
16182	16734	22376	23460	1214	25355	25180	25180	
16182	16734	22303	23460	1324	25355	15557	25180	
16182	16734	22576	23460	1421	25355	16128	25180	
16182	16734	22601	23460	1648	25355	16659	25180	
16182	16734	22328	23460	2014	25355	17371	25180	
16182	16734	22143	23460	2245	25355	17919	25180	
16182	16734	22141	23460	2394	25355	18512	25180	
16182	16734	22491	23460	2557	25355	19074	25180	
16182	16734	22252	23460	2656	25355	19769	25180	
16251	16734	22627	23460	2968	25355	20553	25180	
16251	16734	22352	23460	3246	25355	21221	25180	
16251	16734	22856	23460	3474	25355	21838	25180	
16251	16734	22804	23460	3763	25355	22346	25180	
16251	16734	22955	23460	4114	25355	22753	25180	
15940	16734	22671	23460	4328	25355	23122	25180	
15940	16734	22394	23460	4866	25355	23468	25180	
15940	16734	22437	23460	5380	25355	23921	25180	
15940	16734	22313	23460	5838	25355	24203	25180	
16111	16734	22179	23460	6409	25355	24576	25180	
16111	16734	21985	23460	7172	25355	24913	25180	
16111	16734	22154	23460	7470	25355	25180	25180	
16111	16734	22003	23460	8070	25355	25180	25180	
16111	16734	22474	23460	8599	25355	17300	25180	
16111	16734	22357	23460	9128	25355	18097	25180	
16111	16734	22747	23460	9568	25355	18327	25180	
16111	16734	22824	23460	9794	25355	19069	25180	
16111	16734	22762	23460	10365	25355	19717	25180	
16111	16734	22635	23460	10939	25355	20374	25180	
16111	16734	22603	23460	11262	25355	21022	25180	
15921	16734	22664	23460	11627	25355	21605	25180	
15921	16734	22504	23460	12591	25355	22153	25180	
15921	16734	22400	23460	13150	25355	22506	25180	
15921	16734	22185	23460	13666	25355	23029	25180	
15921	16734	22283	23460	14387	25355	23554	25180	
15921	16734	22507	23460	14877	25355	23947	25180	
15921	16734	22173	23460	15366	25355	24211	25180	
15921	16734	22575	23460	15441	25355	24462	25180	
15921	16734	22471	23460	15538	25355	24738	25180	
15921	16734	22807	23460	15860	25355	24983	25180	
15921	16734	22958	23460	16035	25355	24983	25180	
15921	16734	22753	23460	16173	25355	14918	25180	
15921	16734	22682	23460	16343	25355	15582	25180	
15921	16734	22418	23460	16489	25355	15855	25180	
15921	16734	22162	23460	16730	25355	16395	25180	
15921	16734	22641	23460	16982	25355	17133	25180	
15921	16734	22368	23460	17204	25355	17736	25180	
15921	16734	22323	23460	17446	25355	18356	25180	
15921	16734	22472	23460	17674	25355	19118	25180	
16229	16734	22167	23460	17970	25355	19489	25180	
15935	16734	22429	23460	18317	25355	20317	25180	
15935	16734	22084	23460	18513	25355	20965	25180	
15935	16734	21696	23460	18785	25355	21753	25180	
16034	16734	21931	23460	19048	25355	22167	25180	
16034	16734	21599	23460	19328	25355	22702	25180	
16034	16734	21935	23460	19450	25355	23060	25180	
16034	16734	21818	23460	19732	25355	23467	25180	
16034	16734	22103	23460	20050	25355	23828	25180	
16034	16734	21781	23460	20435	25355	24159	25180	
16350	16734	21669	23460	20790	25355	24532	25180	
16350	16734	21313	23460	20871	25355	24869	25180	
16109	16734	21479	23460	20893	25355	25073	25180	
16109	16734	21526	23460	20904	25355	25073	25180	
16109	16734	21226	23460	21135	25355	13316	25180	
16109	16734	21616	23460	21149	25355	13805	25180	
16109	16734	21299	23460	21332	25355	14089	25180	
16109	16734	21347	23460	21584	25355	14355	25180	
16109	16734	21304	23460	21650	25355	14850	25180	
16109	16734	21359	23460	21821	25355	15238	25180	
16109	16734	21211	23460	21964	25355	15427	25180	
16109	16734	21505	23460	22140	25355	15734	25180	
16109	16734	21195	23460	22209	25355	16198	25180	
16109	16734	21176	23460	22587	25355	16781	25180	
16109	16734	21222	23460	22793	25355	17555	25180	
16109	16734	21363	23460	22998	25355	18231	25180	
16109	16734	21650	23460	23120	25355	18873	25180	
16109	16734	21693	23460	23238	25355	19484	25180	
16109	16734	21827	23460	23494	25355	20188	25180	
16109	16734	21515	23460	23851	25355	20799	25180	
16109	16734	21885	23460	24157	25355	21240	25180	
16109	16734	21621	23460	24411	25355	22132	25180	
16109	16734	21901	23460	24851	25355	22518	25180	
16109	16734	22011	23460	24851	25355	22864	25180	
16109	16734	22079	23460	24851	25355	23234	25180	
15599	16734	22153	23460	80	25355	23612	25180	
16026	16734	22037	23460	257	25355	24012	25180	
16026	16734	21847	23460	349	25355	24395	25180	
16267	16734	22064	23460	446	25355	24772	25180	
16267	16734	21863	23460	495	25355	24984	25180	
16267	16734	21580	23460	620	25355	24984	25180	
16267	16734	21346	23460	778	25355	15815	25180	
16267	16734	21796	23460	836	25355	16515	25180	
16267	16734	22179	23460	918	25355	17117	25180	
16267	16734	21791	23460	1219	25355	17689	25180	
16267	16734	22318	23460	1384	25355	18568	25180	
16267	16734	22059	23460	1433	25355	19242	25180	
16267	16734	22330	23460	1591	25355	19899	25180	
16267	16734	22329	23460	1964	25355	20604	25180	
16267	16734	22481	23460	2245	25355	21567	25180	
16017	16734	22376	23460	2726	25355	21917	25180	
16017	16734	22497	23460	3024	25355	22352	25180	
16017	16734	22154	23460	3166	25355	22728	25180	
16461	16734	22600	23460	3497	25355	23060	25180	
16184	16734	22227	23460	3540	25355	23510	25180	
16184	16734	22658	23460	3726	25355	23905	25180	
16184	16734	22355	23460	4001	25355	24256	25180	
16184	16734	22949	23460	4364	25355	24563	25180	
16184	16734	23192	23460	4689	25355	24927	25180	
16184	16734	23525	23525	4950	25355	25180	25180	
16184	16734	23258	23525	5411	25355	25180	25180	
16184	16734	23479	23525	5681	25355	12857	25180	
16184	16734	23227	23525	6327	25355	13541	25180	
16184	16734	23599	23599	6723	25355	14178	25180	
16184	16734	23358	23599	7031	25355	14879	25180	
16184	16734	23245	23599	7496	25355	15244	25180	
16239	16734	23177	23599	8046	25355	15815	25180	
16239	16734	22953	23599	8543	25355	16427	25180	
16239	16734	22750	23599	9269	25355	17357	25180	
16239	16734	22419	23599	9819	25355	17954	25180	
16036	16734	22848	23599	10096	25355	18612	25180	
16036	16734	22621	23599	10609	25355	19156	25180	
16036	16734	22724	23599	11097	25355	19984	25180	
16138	16734	23132	23599	11871	25355	20523	25180	
16138	16734	23113	23599	12254	25355	21307	25180	
15950	16734	23133	23599	13024	25355	21698	25180	
15950	16734	22920	23599	13562	25355	22098	25180	
15950	16734	23349	23599	14101	25355	22645	25180	
16144	16734	23247	23599	14960	25355	23006	25180	
16144	16734	22986	23599	15577	25355	23270	25180	
16144	16734	23186	23599	15662	25355	23726	25180	
15870	16734	23492	23599	15753	25355	24071	25180	
15870	16734	23148	23599	15918	25355	24328	25180	
15870	16734	23145	23599	16026	25355	24622	25180	
15870	16734	22979	23599	16172	25355	24888	25180	
16196	16734	22960	23599	16279	25355	25064	25180	
16196	16734	22682	23599	16421	25355	25064	25180	
