../jeu_100_25_4.txt_3_currentFirst	../jeu_100_25_4.txt_3_bestFirst	../jeu_100_25_4.txt_3_currentBest	../jeu_100_25_4.txt_3_bestBest	../jeu_100_75_2.txt_3_currentFirst	../jeu_100_75_2.txt_3_bestFirst	../jeu_100_75_2.txt_3_currentBest	../jeu_100_75_2.txt_3_bestBest	../jeu_200_25_8.txt_3_currentFirst	../jeu_200_25_8.txt_3_bestFirst	../jeu_200_25_8.txt_3_currentBest	../jeu_200_25_8.txt_3_bestBest	../jeu_200_75_5.txt_3_currentFirst	../jeu_200_75_5.txt_3_bestFirst	../jeu_200_75_5.txt_3_currentBest	../jeu_200_75_5.txt_3_bestBest	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	50077.7	60455.7	124008	124008	11977	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	50449.7	60455.7	124008	124008	13798	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	50552.7	60455.7	124008	124008	14048	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	50752.7	60455.7	124008	124008	15999	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	51404.7	60455.7	124008	124008	18180	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	52292.7	60455.7	124008	124008	20205	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	52573.7	60455.7	124008	124008	20248	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	52773.7	60455.7	124008	124008	22201	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	52885.7	60455.7	124008	124008	24292	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	53510.7	60455.7	124008	124008	24663	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	54018.7	60455.7	124008	124008	24715	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	54409.7	60455.7	124008	124008	25180	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	54686.7	60455.7	124008	124008	25226	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	55216.7	60455.7	124008	124008	27235	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	55602.7	60455.7	124008	124008	29230	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	56025.7	60455.7	124008	124008	31717	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	56762.7	60455.7	124008	124008	33762	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	57286.7	60455.7	124008	124008	34249	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	57589.7	60455.7	124008	124008	34328	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	57978.7	60455.7	124008	124008	34512	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	58706.7	60455.7	124008	124008	34951	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	58759.7	60455.7	124008	124008	35199	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	59377.7	60455.7	124008	124008	35559	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	59422.7	60455.7	124008	124008	37643	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	59422.7	60455.7	124008	124008	39615	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	59422.7	60455.7	124008	124008	41520	181296	390682	390682	
19500.7	19569.7	45444.5	47815.5	46225.3	47006.3	134967	134967	59422.7	60455.7	124008	124008	41520	181296	390682	390682	
