../jeu_100_25_4.txt_5_currentFirst	../jeu_100_25_4.txt_5_bestFirst	../jeu_100_25_4.txt_5_currentBest	../jeu_100_25_4.txt_5_bestBest	../jeu_100_75_2.txt_5_currentFirst	../jeu_100_75_2.txt_5_bestFirst	../jeu_100_75_2.txt_5_currentBest	../jeu_100_75_2.txt_5_bestBest	../jeu_200_25_8.txt_5_currentFirst	../jeu_200_25_8.txt_5_bestFirst	../jeu_200_25_8.txt_5_currentBest	../jeu_200_25_8.txt_5_bestBest	../jeu_200_75_5.txt_5_currentFirst	../jeu_200_75_5.txt_5_bestFirst	../jeu_200_75_5.txt_5_currentBest	../jeu_200_75_5.txt_5_bestBest	
12726.4	12726.4	20615.9	28984.9	194	26860.2	80521.4	80521.4	31275.8	31275.8	77798.7	77798.7	95303.2	95303.2	231069	231069	
12842.4	12842.4	21398.9	28984.9	227	26860.2	81321.4	81321.4	31300.8	31300.8	77798.7	77798.7	96447.2	96447.2	231069	231069	
12880.4	12880.4	21596.9	28984.9	258	26860.2	82113.4	82113.4	31311.8	31311.8	77798.7	77798.7	96463.2	96463.2	231069	231069	
0	12880.4	22046.9	28984.9	268	26860.2	82949.4	82949.4	31382.8	31382.8	77798.7	77798.7	96817.2	96817.2	231069	231069	
0	12880.4	22338.9	28984.9	284	26860.2	83821.4	83821.4	31427.8	31427.8	77798.7	77798.7	97636.2	97636.2	231069	231069	
5	12880.4	22595.9	28984.9	322	26860.2	84366.4	84366.4	31460.8	31460.8	77798.7	77798.7	97943.2	97943.2	231069	231069	
39	12880.4	23004.9	28984.9	326	26860.2	85435.4	85435.4	31887.8	31887.8	77798.7	77798.7	99314.2	99314.2	231069	231069	
46	12880.4	23230.9	28984.9	334	26860.2	86231.4	86231.4	31940.8	31940.8	77798.7	77798.7	99779.2	99779.2	231069	231069	
78	12880.4	23356.9	28984.9	348	26860.2	87419.4	87419.4	31950.8	31950.8	77798.7	77798.7	99947.2	99947.2	231069	231069	
81	12880.4	23424.9	28984.9	363	26860.2	88279.4	88279.4	32070.8	32070.8	77798.7	77798.7	100007	100007	231069	231069	
102	12880.4	23572.9	28984.9	370	26860.2	89457.4	89457.4	32332.8	32332.8	77798.7	77798.7	100814	100814	231069	231069	
128	12880.4	23609.9	28984.9	379	26860.2	90191.4	90191.4	32547.8	32547.8	77798.7	77798.7	101928	101928	231069	231069	
133	12880.4	23798.9	28984.9	383	26860.2	90479.4	90479.4	33243.8	33243.8	77798.7	77798.7	103290	103290	231069	231069	
142	12880.4	0	28984.9	410	26860.2	0	90479.4	33557.8	33557.8	77798.7	77798.7	104481	104481	231069	231069	
172	12880.4	0	28984.9	22084.2	26860.2	0	90479.4	33738.8	33738.8	77798.7	77798.7	104594	104594	231069	231069	
182	12880.4	60	28984.9	22536.2	26860.2	105	90479.4	33815.8	33815.8	77798.7	77798.7	104857	104857	231069	231069	
218	12880.4	150	28984.9	22656.2	26860.2	151	90479.4	34334.8	34334.8	77798.7	77798.7	106208	106208	231069	231069	
222	12880.4	162	28984.9	22676.2	26860.2	219	90479.4	34455.8	34455.8	77798.7	77798.7	107471	107471	231069	231069	
231	12880.4	18382.9	28984.9	22721.2	26860.2	44708.4	90479.4	34876.8	34876.8	77798.7	77798.7	0	107471	231069	231069	
244	12880.4	19474.9	28984.9	23114.2	26860.2	47932.4	90479.4	34991.8	34991.8	77798.7	77798.7	0	107471	231069	231069	
248	12880.4	21601.9	28984.9	23366.2	26860.2	51653.4	90479.4	35549.8	35549.8	77798.7	77798.7	43	107471	231069	231069	
7278.44	12880.4	22391.9	28984.9	24269.2	26860.2	53123.4	90479.4	35747.8	35747.8	77798.7	77798.7	47	107471	231069	231069	
7325.44	12880.4	23783.9	28984.9	24278.2	26860.2	54555.4	90479.4	36079.8	36079.8	77798.7	77798.7	58	107471	231069	231069	
7602.44	12880.4	24038.9	28984.9	24382.2	26860.2	55635.4	90479.4	36249.8	36249.8	77798.7	77798.7	81	107471	231069	231069	
7776.44	12880.4	24520.9	28984.9	24643.2	26860.2	56722.4	90479.4	36396.8	36396.8	77798.7	77798.7	83	107471	231069	231069	
8038.44	12880.4	24876.9	28984.9	24794.2	26860.2	57194.4	90479.4	36811.8	36811.8	77798.7	77798.7	97	107471	231069	231069	
8160.44	12880.4	25737.9	28984.9	24927.2	26860.2	57862.4	90479.4	37012.8	37012.8	77798.7	77798.7	113	107471	231069	231069	
8396.44	12880.4	26117.9	28984.9	25028.2	26860.2	59312.4	90479.4	37021.8	37021.8	77798.7	77798.7	129	107471	231069	231069	
8575.44	12880.4	26589.9	28984.9	25279.2	26860.2	59857.4	90479.4	37048.8	37048.8	77798.7	77798.7	133	107471	231069	231069	
8653.44	12880.4	26842.9	28984.9	25899.2	26860.2	60726.4	90479.4	37209.8	37209.8	77798.7	77798.7	134	107471	231069	231069	
8712.44	12880.4	27316.9	28984.9	26018.2	26860.2	0	90479.4	37691.8	37691.8	77798.7	77798.7	144	107471	231069	231069	
9054.44	12880.4	27658.9	28984.9	26446.2	26860.2	0	90479.4	37906.8	37906.8	77798.7	77798.7	148	107471	231069	231069	
9190.44	12880.4	27866.9	28984.9	27067.2	27067.2	74	90479.4	38191.8	38191.8	77798.7	77798.7	174	107471	231069	231069	
9304.44	12880.4	28108.9	28984.9	27553.2	27553.2	135	90479.4	38417.8	38417.8	77798.7	77798.7	176	107471	231069	231069	
9507.44	12880.4	28241.9	28984.9	27673.2	27673.2	209	90479.4	38498.8	38498.8	77798.7	77798.7	177	107471	231069	231069	
9560.44	12880.4	28562.9	28984.9	28356.2	28356.2	257	90479.4	38995.8	38995.8	77798.7	77798.7	188	107471	231069	231069	
9596.44	12880.4	28826.9	28984.9	28820.2	28820.2	43192.4	90479.4	39093.8	39093.8	77798.7	77798.7	191	107471	231069	231069	
9630.44	12880.4	29023.9	29023.9	28850.2	28850.2	47963.4	90479.4	39457.8	39457.8	77798.7	77798.7	83329.2	107471	231069	231069	
9717.44	12880.4	29244.9	29244.9	29573.2	29573.2	51793.4	90479.4	40105.8	40105.8	77798.7	77798.7	83503.2	107471	231069	231069	
9952.44	12880.4	29538.9	29538.9	30134.2	30134.2	54668.4	90479.4	40286.8	40286.8	77798.7	77798.7	83565.2	107471	231069	231069	
10293.4	12880.4	29948.9	29948.9	0	30134.2	56901.4	90479.4	40559.8	40559.8	77798.7	77798.7	83657.2	107471	231069	231069	
10536.4	12880.4	30157.9	30157.9	0	30134.2	58429.4	90479.4	40988.8	40988.8	77798.7	77798.7	84554.2	107471	231069	231069	
10583.4	12880.4	30484.9	30484.9	8	30134.2	59897.4	90479.4	41370.8	41370.8	77798.7	77798.7	85360.2	107471	231069	231069	
10743.4	12880.4	0	30484.9	55	30134.2	60736.4	90479.4	41422.8	41422.8	77798.7	77798.7	85634.2	107471	231069	231069	
10757.4	12880.4	0	30484.9	65	30134.2	61250.4	90479.4	41847.8	41847.8	77798.7	77798.7	87024.2	107471	231069	231069	
10845.4	12880.4	64	30484.9	83	30134.2	61775.4	90479.4	42050.8	42050.8	77798.7	77798.7	87827.2	107471	231069	231069	
11047.4	12880.4	90	30484.9	102	30134.2	62219.4	90479.4	42520.8	42520.8	77798.7	77798.7	89169.2	107471	231069	231069	
11126.4	12880.4	135	30484.9	108	30134.2	62838.4	90479.4	42798.8	42798.8	77798.7	77798.7	89263.2	107471	231069	231069	
11278.4	12880.4	192	30484.9	125	30134.2	62911.4	90479.4	43153.8	43153.8	77798.7	77798.7	89900.2	107471	231069	231069	
11517.4	12880.4	228	30484.9	144	30134.2	63455.4	90479.4	0	43153.8	77798.7	77798.7	89981.2	107471	231069	231069	
11528.4	12880.4	0	30484.9	146	30134.2	64039.4	90479.4	0	43153.8	77798.7	77798.7	90083.2	107471	231069	231069	
11638.4	12880.4	0	30484.9	164	30134.2	64641.4	90479.4	27	43153.8	77798.7	77798.7	90930.2	107471	231069	231069	
11667.4	12880.4	42	30484.9	191	30134.2	65828.4	90479.4	31	43153.8	77798.7	77798.7	91065.2	107471	231069	231069	
11680.4	12880.4	106	30484.9	199	30134.2	66541.4	90479.4	40	43153.8	77798.7	77798.7	91127.2	107471	231069	231069	
12122.4	12880.4	146	30484.9	19724.2	30134.2	67292.4	90479.4	69	43153.8	77798.7	77798.7	92548.2	107471	231069	231069	
12241.4	12880.4	178	30484.9	19946.2	30134.2	67868.4	90479.4	71	43153.8	77798.7	77798.7	92648.2	107471	231069	231069	
12342.4	12880.4	204	30484.9	20320.2	30134.2	68619.4	90479.4	79	43153.8	77798.7	77798.7	92747.2	107471	231069	231069	
12529.4	12880.4	13421.9	30484.9	20817.2	30134.2	70303.4	90479.4	98	43153.8	77798.7	77798.7	93216.2	107471	231069	231069	
12551.4	12880.4	15589.9	30484.9	21316.2	30134.2	71046.4	90479.4	101	43153.8	77798.7	77798.7	94245.2	107471	231069	231069	
12661.4	12880.4	18635.9	30484.9	21351.2	30134.2	71667.4	90479.4	112	43153.8	77798.7	77798.7	95474.2	107471	231069	231069	
0	12880.4	19293.9	30484.9	21378.2	30134.2	72061.4	90479.4	0	43153.8	77798.7	77798.7	96443.2	107471	231069	231069	
0	12880.4	20309.9	30484.9	21947.2	30134.2	72742.4	90479.4	0	43153.8	77798.7	77798.7	97529.2	107471	231069	231069	
0	12880.4	21207.9	30484.9	22401.2	30134.2	73381.4	90479.4	41	43153.8	77798.7	77798.7	97557.2	107471	231069	231069	
0	12880.4	21583.9	30484.9	22612.2	30134.2	0	90479.4	45	43153.8	77798.7	77798.7	98907.2	107471	231069	231069	
0	12880.4	22119.9	30484.9	22669.2	30134.2	0	90479.4	70	43153.8	77798.7	77798.7	99137.2	107471	231069	231069	
45	12880.4	22725.9	30484.9	22725.2	30134.2	64	90479.4	76	43153.8	77798.7	77798.7	99436.2	107471	231069	231069	
78	12880.4	23023.9	30484.9	22984.2	30134.2	100	90479.4	94	43153.8	77798.7	77798.7	100135	107471	231069	231069	
118	12880.4	23251.9	30484.9	23118.2	30134.2	112	90479.4	108	43153.8	77798.7	77798.7	100296	107471	231069	231069	
158	12880.4	23689.9	30484.9	23123.2	30134.2	138	90479.4	134	43153.8	77798.7	77798.7	101462	107471	231069	231069	
207	12880.4	24215.9	30484.9	23128.2	30134.2	0	90479.4	142	43153.8	77798.7	77798.7	101633	107471	231069	231069	
230	12880.4	24516.9	30484.9	23259.2	30134.2	0	90479.4	158	43153.8	77798.7	77798.7	101639	107471	231069	231069	
253	12880.4	24721.9	30484.9	23590.2	30134.2	28	90479.4	168	43153.8	77798.7	77798.7	101894	107471	231069	231069	
271	12880.4	25414.9	30484.9	23606.2	30134.2	38	90479.4	174	43153.8	77798.7	77798.7	103073	107471	231069	231069	
272	12880.4	25823.9	30484.9	23705.2	30134.2	42	90479.4	176	43153.8	77798.7	77798.7	104602	107471	231069	231069	
279	12880.4	26056.9	30484.9	24565.2	30134.2	42595.4	90479.4	191	43153.8	77798.7	77798.7	104639	107471	231069	231069	
281	12880.4	26117.9	30484.9	24586.2	30134.2	46342.4	90479.4	205	43153.8	77798.7	77798.7	105028	107471	231069	231069	
282	12880.4	26267.9	30484.9	24662.2	30134.2	51535.4	90479.4	222	43153.8	77798.7	77798.7	106389	107471	231069	231069	
293	12880.4	26398.9	30484.9	24711.2	30134.2	54171.4	90479.4	225	43153.8	77798.7	77798.7	106450	107471	231069	231069	
318	12880.4	26955.9	30484.9	24775.2	30134.2	54945.4	90479.4	232	43153.8	77798.7	77798.7	106544	107471	231069	231069	
320	12880.4	27149.9	30484.9	24872.2	30134.2	55964.4	90479.4	28074.8	43153.8	77798.7	77798.7	106810	107471	231069	231069	
6512.44	12880.4	27193.9	30484.9	25428.2	30134.2	57065.4	90479.4	28265.8	43153.8	77798.7	77798.7	108158	108158	231069	231069	
6700.44	12880.4	27313.9	30484.9	25462.2	30134.2	57753.4	90479.4	28351.8	43153.8	77798.7	77798.7	108194	108194	231069	231069	
6863.44	12880.4	28083.9	30484.9	26132.2	30134.2	59417.4	90479.4	28468.8	43153.8	77798.7	77798.7	109421	109421	231069	231069	
6876.44	12880.4	28364.9	30484.9	26312.2	30134.2	59772.4	90479.4	28734.8	43153.8	77798.7	77798.7	109619	109619	231069	231069	
7068.44	12880.4	28436.9	30484.9	26365.2	30134.2	59955.4	90479.4	28996.8	43153.8	77798.7	77798.7	109733	109733	231069	231069	
7160.44	12880.4	28793.9	30484.9	26463.2	30134.2	60837.4	90479.4	29133.8	43153.8	77798.7	77798.7	110078	110078	231069	231069	
7165.44	12880.4	28957.9	30484.9	26745.2	30134.2	61644.4	90479.4	29290.8	43153.8	77798.7	77798.7	110114	110114	231069	231069	
7228.44	12880.4	29272.9	30484.9	26974.2	30134.2	62578.4	90479.4	29344.8	43153.8	77798.7	77798.7	110565	110565	231069	231069	
7311.44	12880.4	29435.9	30484.9	27057.2	30134.2	63362.4	90479.4	29489.8	43153.8	77798.7	77798.7	111175	111175	231069	231069	
7425.44	12880.4	29737.9	30484.9	27909.2	30134.2	63980.4	90479.4	29958.8	43153.8	77798.7	77798.7	111274	111274	231069	231069	
7521.44	12880.4	29737.9	30484.9	28431.2	30134.2	64688.4	90479.4	30076.8	43153.8	77798.7	77798.7	112282	112282	231069	231069	
7588.44	12880.4	29737.9	30484.9	28495.2	30134.2	65295.4	90479.4	30448.8	43153.8	77798.7	77798.7	112740	112740	231069	231069	
7872.44	12880.4	29737.9	30484.9	28538.2	30134.2	65994.4	90479.4	30522.8	43153.8	77798.7	77798.7	113817	113817	231069	231069	
8015.44	12880.4	29737.9	30484.9	28811.2	30134.2	66305.4	90479.4	30665.8	43153.8	77798.7	77798.7	114253	114253	231069	231069	
8198.44	12880.4	29737.9	30484.9	28950.2	30134.2	67189.4	90479.4	30833.8	43153.8	77798.7	77798.7	114282	114282	231069	231069	
8212.44	12880.4	29737.9	30484.9	29781.2	30134.2	67805.4	90479.4	31254.8	43153.8	77798.7	77798.7	114296	114296	231069	231069	
8239.44	12880.4	29737.9	30484.9	29867.2	30134.2	68646.4	90479.4	31621.8	43153.8	77798.7	77798.7	114428	114428	231069	231069	
8269.44	12880.4	29737.9	30484.9	29930.2	30134.2	69419.4	90479.4	31669.8	43153.8	77798.7	77798.7	114690	114690	231069	231069	
8329.44	12880.4	29737.9	30484.9	30085.2	30134.2	70090.4	90479.4	32215.8	43153.8	77798.7	77798.7	114765	114765	231069	231069	
8391.44	12880.4	29737.9	30484.9	30781.2	30781.2	70756.4	90479.4	32786.8	43153.8	77798.7	77798.7	114847	114847	231069	231069	
8592.44	12880.4	29737.9	30484.9	30898.2	30898.2	71411.4	90479.4	33312.8	43153.8	77798.7	77798.7	115984	115984	231069	231069	
8632.44	12880.4	29737.9	30484.9	0	30898.2	72730.4	90479.4	33634.8	43153.8	77798.7	77798.7	0	115984	231069	231069	
8800.44	12880.4	29737.9	30484.9	0	30898.2	73546.4	90479.4	33793.8	43153.8	77798.7	77798.7	0	115984	231069	231069	
8907.44	12880.4	29737.9	30484.9	8	30898.2	74665.4	90479.4	33816.8	43153.8	77798.7	77798.7	17	115984	231069	231069	
8915.44	12880.4	29737.9	30484.9	57	30898.2	75259.4	90479.4	33983.8	43153.8	77798.7	77798.7	61	115984	231069	231069	
8917.44	12880.4	29737.9	30484.9	105	30898.2	75954.4	90479.4	34200.8	43153.8	77798.7	77798.7	93	115984	231069	231069	
8987.44	12880.4	29737.9	30484.9	118	30898.2	76488.4	90479.4	34691.8	43153.8	77798.7	77798.7	107	115984	231069	231069	
9149.44	12880.4	29737.9	30484.9	23640.2	30898.2	76847.4	90479.4	34817.8	43153.8	77798.7	77798.7	126	115984	231069	231069	
9276.44	12880.4	29737.9	30484.9	23784.2	30898.2	77335.4	90479.4	35388.8	43153.8	77798.7	77798.7	139	115984	231069	231069	
9612.44	12880.4	29737.9	30484.9	24324.2	30898.2	77890.4	90479.4	35454.8	43153.8	77798.7	77798.7	148	115984	231069	231069	
9816.44	12880.4	29737.9	30484.9	24401.2	30898.2	78689.4	90479.4	35505.8	43153.8	77798.7	77798.7	160	115984	231069	231069	
10005.4	12880.4	29737.9	30484.9	24886.2	30898.2	79321.4	90479.4	35877.8	43153.8	77798.7	77798.7	166	115984	231069	231069	
10127.4	12880.4	29737.9	30484.9	25509.2	30898.2	80105.4	90479.4	36103.8	43153.8	77798.7	77798.7	169	115984	231069	231069	
10259.4	12880.4	29737.9	30484.9	25675.2	30898.2	80825.4	90479.4	36159.8	43153.8	77798.7	77798.7	183	115984	231069	231069	
10295.4	12880.4	29737.9	30484.9	25796.2	30898.2	81201.4	90479.4	36432.8	43153.8	77798.7	77798.7	184	115984	231069	231069	
10395.4	12880.4	29737.9	30484.9	26371.2	30898.2	81532.4	90479.4	36466.8	43153.8	77798.7	77798.7	225	115984	231069	231069	
10437.4	12880.4	29737.9	30484.9	26626.2	30898.2	81896.4	90479.4	36887.8	43153.8	77798.7	77798.7	227	115984	231069	231069	
10514.4	12880.4	29737.9	30484.9	27108.2	30898.2	82229.4	90479.4	37406.8	43153.8	77798.7	77798.7	242	115984	231069	231069	
10796.4	12880.4	29737.9	30484.9	27152.2	30898.2	83004.4	90479.4	37696.8	43153.8	77798.7	77798.7	270	115984	231069	231069	
11000.4	12880.4	29737.9	30484.9	27261.2	30898.2	83621.4	90479.4	37900.8	43153.8	77798.7	77798.7	274	115984	231069	231069	
11307.4	12880.4	29737.9	30484.9	27265.2	30898.2	83945.4	90479.4	38015.8	43153.8	77798.7	77798.7	281	115984	231069	231069	
11354.4	12880.4	29737.9	30484.9	27266.2	30898.2	84678.4	90479.4	38299.8	43153.8	77798.7	77798.7	288	115984	231069	231069	
11356.4	12880.4	29737.9	30484.9	28043.2	30898.2	85356.4	90479.4	38364.8	43153.8	77798.7	77798.7	311	115984	231069	231069	
11570.4	12880.4	29737.9	30484.9	28787.2	30898.2	85455.4	90479.4	38540.8	43153.8	77798.7	77798.7	317	115984	231069	231069	
11942.4	12880.4	29737.9	30484.9	29210.2	30898.2	86263.4	90479.4	38760.8	43153.8	77798.7	77798.7	361	115984	231069	231069	
11996.4	12880.4	29737.9	30484.9	29231.2	30898.2	86855.4	90479.4	38986.8	43153.8	77798.7	77798.7	365	115984	231069	231069	
0	12880.4	29737.9	30484.9	29303.2	30898.2	87579.4	90479.4	39371.8	43153.8	77798.7	77798.7	81522.2	115984	231069	231069	
0	12880.4	29737.9	30484.9	30012.2	30898.2	88479.4	90479.4	39613.8	43153.8	77798.7	77798.7	81620.2	115984	231069	231069	
49	12880.4	29737.9	30484.9	30066.2	30898.2	89327.4	90479.4	39642.8	43153.8	77798.7	77798.7	81904.2	115984	231069	231069	
74	12880.4	29737.9	30484.9	30831.2	30898.2	90214.4	90479.4	39735.8	43153.8	77798.7	77798.7	82025.2	115984	231069	231069	
78	12880.4	29737.9	30484.9	30869.2	30898.2	91248.4	91248.4	39953.8	43153.8	77798.7	77798.7	82164.2	115984	231069	231069	
91	12880.4	29737.9	30484.9	30907.2	30907.2	92183.4	92183.4	40092.8	43153.8	77798.7	77798.7	83388.2	115984	231069	231069	
99	12880.4	29737.9	30484.9	31082.2	31082.2	92549.4	92549.4	40140.8	43153.8	77798.7	77798.7	83719.2	115984	231069	231069	
124	12880.4	29737.9	30484.9	31138.2	31138.2	93577.4	93577.4	40475.8	43153.8	77798.7	77798.7	83826.2	115984	231069	231069	
148	12880.4	29737.9	30484.9	31413.2	31413.2	94154.4	94154.4	40689.8	43153.8	77798.7	77798.7	84863.2	115984	231069	231069	
166	12880.4	29737.9	30484.9	31650.2	31650.2	95175.4	95175.4	40713.8	43153.8	77798.7	77798.7	85123.2	115984	231069	231069	
169	12880.4	29737.9	30484.9	31785.2	31785.2	95790.4	95790.4	41285.8	43153.8	77798.7	77798.7	85232.2	115984	231069	231069	
171	12880.4	29737.9	30484.9	32274.2	32274.2	96468.4	96468.4	41335.8	43153.8	77798.7	77798.7	86340.2	115984	231069	231069	
184	12880.4	29737.9	30484.9	32291.2	32291.2	96468.4	96468.4	41459.8	43153.8	77798.7	77798.7	86565.2	115984	231069	231069	
185	12880.4	29737.9	30484.9	33138.2	33138.2	96468.4	96468.4	41605.8	43153.8	77798.7	77798.7	86584.2	115984	231069	231069	
208	12880.4	29737.9	30484.9	33312.2	33312.2	96468.4	96468.4	41763.8	43153.8	77798.7	77798.7	87072.2	115984	231069	231069	
209	12880.4	29737.9	30484.9	33417.2	33417.2	96468.4	96468.4	42254.8	43153.8	77798.7	77798.7	88405.2	115984	231069	231069	
8359.44	12880.4	29737.9	30484.9	33429.2	33429.2	96468.4	96468.4	42849.8	43153.8	77798.7	77798.7	89287.2	115984	231069	231069	
8422.44	12880.4	29737.9	30484.9	33439.2	33439.2	96468.4	96468.4	43051.8	43153.8	77798.7	77798.7	89435.2	115984	231069	231069	
8535.44	12880.4	29737.9	30484.9	33735.2	33735.2	96468.4	96468.4	43069.8	43153.8	77798.7	77798.7	90665.2	115984	231069	231069	
8664.44	12880.4	29737.9	30484.9	33811.2	33811.2	96468.4	96468.4	43252.8	43252.8	77798.7	77798.7	90988.2	115984	231069	231069	
8825.44	12880.4	29737.9	30484.9	33823.2	33823.2	96468.4	96468.4	43586.8	43586.8	77798.7	77798.7	92248.2	115984	231069	231069	
9096.44	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43789.8	43789.8	77798.7	77798.7	92335.2	115984	231069	231069	
9306.44	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43968.8	43968.8	77798.7	77798.7	92692.2	115984	231069	231069	
9572.44	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44289.8	44289.8	77798.7	77798.7	93713.2	115984	231069	231069	
9618.44	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44714.8	44714.8	77798.7	77798.7	94544.2	115984	231069	231069	
9900.44	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44805.8	44805.8	77798.7	77798.7	95013.2	115984	231069	231069	
10146.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44815.8	44815.8	77798.7	77798.7	95983.2	115984	231069	231069	
10296.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44856.8	44856.8	77798.7	77798.7	97159.2	115984	231069	231069	
10496.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	45101.8	45101.8	77798.7	77798.7	98359.2	115984	231069	231069	
