../jeu_100_25_4.txt_5_currentFirst	../jeu_100_25_4.txt_5_bestFirst	../jeu_100_25_4.txt_5_currentBest	../jeu_100_25_4.txt_5_bestBest	../jeu_100_75_2.txt_5_currentFirst	../jeu_100_75_2.txt_5_bestFirst	../jeu_100_75_2.txt_5_currentBest	../jeu_100_75_2.txt_5_bestBest	../jeu_200_25_8.txt_5_currentFirst	../jeu_200_25_8.txt_5_bestFirst	../jeu_200_25_8.txt_5_currentBest	../jeu_200_25_8.txt_5_bestBest	../jeu_200_75_5.txt_5_currentFirst	../jeu_200_75_5.txt_5_bestFirst	../jeu_200_75_5.txt_5_currentBest	../jeu_200_75_5.txt_5_bestBest	
10661.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	45591.8	45591.8	77798.7	77798.7	99521.2	115984	231069	231069	
10764.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46214.8	46214.8	77798.7	77798.7	99834.2	115984	231069	231069	
10883.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46558.8	46558.8	77798.7	77798.7	100430	115984	231069	231069	
11031.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	0	46558.8	77798.7	77798.7	101400	115984	231069	231069	
11092.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	0	46558.8	77798.7	77798.7	101428	115984	231069	231069	
11348.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	11	46558.8	77798.7	77798.7	101615	115984	231069	231069	
11405.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	24	46558.8	77798.7	77798.7	102677	115984	231069	231069	
11491.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	61	46558.8	77798.7	77798.7	102828	115984	231069	231069	
11668.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	68	46558.8	77798.7	77798.7	103038	115984	231069	231069	
12060.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	82	46558.8	77798.7	77798.7	104387	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	91	46558.8	77798.7	77798.7	104808	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	118	46558.8	77798.7	77798.7	105917	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	126	46558.8	77798.7	77798.7	106084	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	143	46558.8	77798.7	77798.7	106613	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	148	46558.8	77798.7	77798.7	107924	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	153	46558.8	77798.7	77798.7	108722	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	164	46558.8	77798.7	77798.7	109110	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	165	46558.8	77798.7	77798.7	110469	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	174	46558.8	77798.7	77798.7	111156	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	193	46558.8	77798.7	77798.7	0	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	195	46558.8	77798.7	77798.7	0	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	202	46558.8	77798.7	77798.7	1	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	209	46558.8	77798.7	77798.7	43	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	214	46558.8	77798.7	77798.7	46	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31253.8	46558.8	77798.7	77798.7	49	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31348.8	46558.8	77798.7	77798.7	72	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31380.8	46558.8	77798.7	77798.7	88	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31550.8	46558.8	77798.7	77798.7	97	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31628.8	46558.8	77798.7	77798.7	115	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31758.8	46558.8	77798.7	77798.7	130	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31795.8	46558.8	77798.7	77798.7	133	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	31910.8	46558.8	77798.7	77798.7	92117.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	32382.8	46558.8	77798.7	77798.7	93203.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	32514.8	46558.8	77798.7	77798.7	94968.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	32726.8	46558.8	77798.7	77798.7	96442.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	32885.8	46558.8	77798.7	77798.7	96865.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	33605.8	46558.8	77798.7	77798.7	97601.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	33741.8	46558.8	77798.7	77798.7	97768.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	34357.8	46558.8	77798.7	77798.7	98069.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	34772.8	46558.8	77798.7	77798.7	98811.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	35338.8	46558.8	77798.7	77798.7	99396.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	35449.8	46558.8	77798.7	77798.7	99405.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	35634.8	46558.8	77798.7	77798.7	99445.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36158.8	46558.8	77798.7	77798.7	99560.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36222.8	46558.8	77798.7	77798.7	99814.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36336.8	46558.8	77798.7	77798.7	100848	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36578.8	46558.8	77798.7	77798.7	101492	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36612.8	46558.8	77798.7	77798.7	101585	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	36858.8	46558.8	77798.7	77798.7	101951	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37131.8	46558.8	77798.7	77798.7	101974	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37140.8	46558.8	77798.7	77798.7	103259	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37237.8	46558.8	77798.7	77798.7	103419	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37317.8	46558.8	77798.7	77798.7	104545	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37408.8	46558.8	77798.7	77798.7	105604	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37697.8	46558.8	77798.7	77798.7	106792	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37820.8	46558.8	77798.7	77798.7	107374	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	37965.8	46558.8	77798.7	77798.7	107466	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	38290.8	46558.8	77798.7	77798.7	107506	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	38465.8	46558.8	77798.7	77798.7	108064	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	38873.8	46558.8	77798.7	77798.7	109476	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39049.8	46558.8	77798.7	77798.7	111098	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39132.8	46558.8	77798.7	77798.7	111132	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39362.8	46558.8	77798.7	77798.7	111484	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39571.8	46558.8	77798.7	77798.7	112435	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39741.8	46558.8	77798.7	77798.7	113669	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	39907.8	46558.8	77798.7	77798.7	114499	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	40050.8	46558.8	77798.7	77798.7	115672	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	40392.8	46558.8	77798.7	77798.7	0	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	40640.8	46558.8	77798.7	77798.7	0	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	41126.8	46558.8	77798.7	77798.7	4	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	41230.8	46558.8	77798.7	77798.7	9	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	41324.8	46558.8	77798.7	77798.7	12	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	41442.8	46558.8	77798.7	77798.7	21	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	41926.8	46558.8	77798.7	77798.7	48	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	42070.8	46558.8	77798.7	77798.7	52	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	42555.8	46558.8	77798.7	77798.7	92	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	42716.8	46558.8	77798.7	77798.7	101	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43119.8	46558.8	77798.7	77798.7	109	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43281.8	46558.8	77798.7	77798.7	125	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43659.8	46558.8	77798.7	77798.7	133	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	43901.8	46558.8	77798.7	77798.7	135	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44319.8	46558.8	77798.7	77798.7	138	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44379.8	46558.8	77798.7	77798.7	141	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44585.8	46558.8	77798.7	77798.7	151	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44731.8	46558.8	77798.7	77798.7	152	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	44784.8	46558.8	77798.7	77798.7	161	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	45013.8	46558.8	77798.7	77798.7	171	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	45078.8	46558.8	77798.7	77798.7	175	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	45776.8	46558.8	77798.7	77798.7	183	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46151.8	46558.8	77798.7	77798.7	185	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	187	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	84933.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	85163.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	85391.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	85886.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	87056.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	87091.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	87314.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	88785.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	89154.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	89270.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	89457.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	89620.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	89833.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	90865.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	91156.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	92312.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	92332.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	92457.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	92506.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	93624.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	93906.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	93913.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	93998.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	94006.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	94330.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	95569.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	96035.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	96160.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	96285.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	97356.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	97369.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	97394.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	97729.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	98523.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	98616.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	99882.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	99983.2	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	100907	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	101190	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	102659	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	102746	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	103580	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	103944	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	103972	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	105078	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	106430	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	107611	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	109466	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	109493	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	110506	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	111521	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	111567	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	112910	115984	231069	231069	
12094.4	12880.4	29737.9	30484.9	33904.2	33904.2	96468.4	96468.4	46359.8	46558.8	77798.7	77798.7	112910	115984	231069	231069	
