../jeu_200_75_5.txt_3_currentSA	../jeu_200_75_5.txt_3_bestSA	../jeu_200_75_5.txt_3_currentTS	../jeu_200_75_5.txt_3_bestTS	../jeu_200_75_5.txt_3_currentGrasp	../jeu_200_75_5.txt_3_bestGrasp	../jeu_200_75_5.txt_3_currentIG	../jeu_200_75_5.txt_3_bestIG	
-50.7333	-7.73333	189704	189704	96241	96241	96262	96262	
-50.7333	-7.73333	187932	189704	99366	99366	99044	99044	
-69.7333	-7.73333	190074	190074	102309	102309	102191	102191	
-26.7333	-7.73333	188179	190074	105143	105143	105337	105337	
-71.7333	-7.73333	190292	190292	108069	108069	108213	108213	
-71.7333	-7.73333	192354	192354	111393	111393	111281	111281	
-92.7333	-7.73333	194166	194166	114251	114251	114628	114628	
-92.7333	-7.73333	192299	194166	117443	117443	117706	117706	
-92.7333	-7.73333	194464	194464	120148	120148	121377	121377	
-92.7333	-7.73333	195952	195952	122804	122804	124153	124153	
-92.7333	-7.73333	194023	195952	126549	126549	127697	127697	
-132.733	-7.73333	196377	196377	130162	130162	131119	131119	
-132.733	-7.73333	194518	196377	133646	133646	134261	134261	
-132.733	-7.73333	196788	196788	136814	136814	137690	137690	
-106.733	-7.73333	196450	196788	140182	140182	140886	140886	
-106.733	-7.73333	195408	196788	143832	143832	144190	144190	
-106.733	-7.73333	193494	196788	146864	146864	147547	147547	
-56.7333	-7.73333	196013	196788	149923	149923	150841	150841	
-28.7333	-7.73333	198442	198442	153418	153418	154050	154050	
-28.7333	-7.73333	196494	198442	156840	156840	156967	156967	
-28.7333	-7.73333	198577	198577	160229	160229	160444	160444	
-28.7333	-7.73333	199083	199083	163741	163741	163242	163242	
-28.7333	-7.73333	198914	199083	167241	167241	166767	166767	
-45.7333	-7.73333	199173	199173	171489	171489	170365	170365	
-45.7333	-7.73333	199461	199461	175255	175255	174625	174625	
-45.7333	-7.73333	199738	199738	178018	178018	177974	177974	
-53.7333	-7.73333	199511	199738	181085	181085	181880	181880	
-52.7333	-7.73333	198722	199738	184957	184957	185639	185639	
-90.7333	-7.73333	196844	199738	188949	188949	189714	189714	
-90.7333	-7.73333	198897	199738	193094	193094	193797	193797	
-78.7333	-7.73333	196964	199738	196531	196531	198097	198097	
-101.733	-7.73333	199109	199738	200893	200893	202201	202201	
-70.7333	-7.73333	197156	199738	204785	204785	205863	205863	
-70.7333	-7.73333	199177	199738	209032	209032	209637	209637	
-70.7333	-7.73333	199397	199738	213286	213286	212923	212923	
-59.7333	-7.73333	199298	199738	213381	213381	213018	213018	
-29.7333	-7.73333	199403	199738	213526	213526	213176	213176	
-55.7333	-7.73333	199367	199738	213731	213731	213342	213342	
-55.7333	-7.73333	199535	199738	214091	214091	213555	213555	
-54.7333	-7.73333	199756	199756	214310	214310	213909	213909	
-104.733	-7.73333	201976	201976	214584	214584	214253	214253	
-104.733	-7.73333	202290	202290	214997	214997	214639	214639	
-104.733	-7.73333	201975	202290	215514	215514	215010	215010	
-109.733	-7.73333	202074	202290	215982	215982	215492	215492	
-109.733	-7.73333	202102	202290	216578	216578	216001	216001	
-109.733	-7.73333	201262	202290	217081	217081	216560	216560	
-159.733	-7.73333	200527	202290	217731	217731	216988	216988	
-159.733	-7.73333	200978	202290	218339	218339	217425	217425	
-143.733	-7.73333	201149	202290	219041	219041	217973	217973	
-93.7333	-7.73333	201638	202290	219680	219680	218652	218652	
-93.7333	-7.73333	201053	202290	220361	220361	219707	219707	
-93.7333	-7.73333	200459	202290	221202	221202	220480	220480	
-93.7333	-7.73333	201283	202290	221839	221839	221207	221207	
-72.7333	-7.73333	201077	202290	222427	222427	221884	221884	
-72.7333	-7.73333	201108	202290	223112	223112	222699	222699	
-88.7333	-7.73333	201502	202290	223936	223936	223407	223407	
-88.7333	-7.73333	201166	202290	224734	224734	224204	224204	
-88.7333	-7.73333	201576	202290	225751	225751	225066	225066	
-115.733	-7.73333	200993	202290	226692	226692	225839	225839	
-115.733	-7.73333	202922	202922	227981	227981	226677	226677	
-85.7333	-7.73333	202597	202922	229043	229043	227931	227931	
-85.7333	-7.73333	203332	203332	229843	229843	229127	229127	
-85.7333	-7.73333	202472	203332	231384	231384	230272	230272	
-85.7333	-7.73333	202147	203332	232553	232553	231251	231251	
-85.7333	-7.73333	201646	203332	233826	233826	232189	232189	
-85.7333	-7.73333	199794	203332	235126	235126	233272	233272	
-85.7333	-7.73333	199462	203332	236432	236432	234510	234510	
-85.7333	-7.73333	200310	203332	237399	237399	235955	235955	
-85.7333	-7.73333	199972	203332	238814	238814	237449	237449	
-103.733	-7.73333	200549	203332	240406	240406	238895	238895	
-103.733	-7.73333	200131	203332	241862	241862	240460	240460	
-53.7333	-7.73333	200805	203332	242968	242968	241820	241820	
-70.7333	-7.73333	199896	203332	244699	244699	243489	243489	
-70.7333	-7.73333	198009	203332	246554	246554	245459	245459	
-70.7333	-7.73333	200373	203332	248267	248267	247515	247515	
-64.7333	-7.73333	198454	203332	249710	249710	249129	249129	
-110.733	-7.73333	200548	203332	249792	249792	249220	249220	
-131.733	-7.73333	198620	203332	249945	249945	249411	249411	
-131.733	-7.73333	201028	203332	250181	250181	249598	249598	
-131.733	-7.73333	199133	203332	250432	250432	249841	249841	
-131.733	-7.73333	200998	203332	250643	250643	250137	250137	
-168.733	-7.73333	199075	203332	251014	251014	250480	250480	
-168.733	-7.73333	200958	203332	251422	251422	250837	250837	
-135.733	-7.73333	202798	203332	251700	251700	251284	251284	
-135.733	-7.73333	200881	203332	252128	252128	251772	251772	
-120.733	-7.73333	201140	203332	252668	252668	252366	252366	
-137.733	-7.73333	201091	203332	253166	253166	252927	252927	
-137.733	-7.73333	200874	203332	253775	253775	253585	253585	
-137.733	-7.73333	201300	203332	254314	254314	254128	254128	
-164.733	-7.73333	201067	203332	255061	255061	254837	254837	
-143.733	-7.73333	201288	203332	255642	255642	255474	255474	
-143.733	-7.73333	201019	203332	256419	256419	256280	256280	
-120.733	-7.73333	201122	203332	257314	257314	256988	256988	
-120.733	-7.73333	200897	203332	258105	258105	257846	257846	
-76.7333	-7.73333	203308	203332	258718	258718	258686	258686	
-107.733	-7.73333	201418	203332	259520	259520	259720	259720	
-83.7333	-7.73333	a	a	260242	260242	260628	260628	
-83.7333	-7.73333	a	a	261000	261000	261626	261626	
-83.7333	-7.73333	a	a	261982	261982	262635	262635	
-126.733	-7.73333	a	a	262809	262809	263655	263655	
-126.733	-7.73333	a	a	263994	263994	264708	264708	
-126.733	-7.73333	a	a	265335	265335	265965	265965	
-126.733	-7.73333	a	a	266418	266418	266959	266959	
-126.733	-7.73333	a	a	267549	267549	268033	268033	
-86.7333	-7.73333	a	a	268838	268838	269147	269147	
-86.7333	-7.73333	a	a	270305	270305	270528	270528	
-86.7333	-7.73333	a	a	271833	271833	271743	271743	
-86.7333	-7.73333	a	a	273010	273010	272979	272979	
-86.7333	-7.73333	a	a	274271	274271	177152	272979	
-86.7333	-7.73333	a	a	274271	274271	181070	272979	
-86.7333	-7.73333	a	a	274271	274271	184844	272979	
-72.7333	-7.73333	a	a	80	274271	188569	272979	
-72.7333	-7.73333	a	a	210	274271	191792	272979	
-72.7333	-7.73333	a	a	407	274271	195656	272979	
-46.7333	-7.73333	a	a	513	274271	199039	272979	
154855	154855	a	a	723	274271	202843	272979	
154855	154855	a	a	1050	274271	206647	272979	
156961	156961	a	a	1394	274271	210635	272979	
156961	156961	a	a	1616	274271	214356	272979	
157177	157177	a	a	1964	274271	218061	272979	
159545	159545	a	a	2196	274271	221077	272979	
159549	159549	a	a	2683	274271	224899	272979	
159549	159549	a	a	2970	274271	228929	272979	
159549	159549	a	a	3240	274271	233215	272979	
159549	159549	a	a	3875	274271	236974	272979	
159549	159549	a	a	4796	274271	240949	272979	
161653	161653	a	a	5424	274271	244048	272979	
161653	161653	a	a	6123	274271	248059	272979	
161653	161653	a	a	6756	274271	252531	272979	
161653	161653	a	a	7621	274271	253982	272979	
161653	161653	a	a	8380	274271	255443	272979	
161653	161653	a	a	9328	274271	256616	272979	
161588	161653	a	a	10252	274271	257985	272979	
161588	161653	a	a	11204	274271	259606	272979	
161588	161653	a	a	12219	274271	261020	272979	
161588	161653	a	a	13127	274271	262712	272979	
161588	161653	a	a	14175	274271	264175	272979	
161588	161653	a	a	15026	274271	265716	272979	
161588	161653	a	a	15991	274271	267257	272979	
161588	161653	a	a	16995	274271	268411	272979	
161588	161653	a	a	17924	274271	269616	272979	
161588	161653	a	a	18835	274271	271073	272979	
163644	163644	a	a	20182	274271	272640	272979	
163644	163644	a	a	21584	274271	272640	272979	
163644	163644	a	a	22809	274271	162526	272979	
163644	163644	a	a	24305	274271	165741	272979	
163743	163743	a	a	25811	274271	168910	272979	
163743	163743	a	a	27267	274271	172362	272979	
163743	163743	a	a	28846	274271	175820	272979	
163743	163743	a	a	30307	274271	179814	272979	
163743	163743	a	a	31812	274271	182745	272979	
163743	163743	a	a	33622	274271	185973	272979	
163743	163743	a	a	35255	274271	189499	272979	
163743	163743	a	a	37129	274271	193517	272979	
163743	163743	a	a	38575	274271	197051	272979	
163743	163743	a	a	40042	274271	200596	272979	
163743	163743	a	a	41748	274271	204323	272979	
165584	165584	a	a	43587	274271	208273	272979	
168071	168071	a	a	45932	274271	212268	272979	
168071	168071	a	a	47629	274271	216662	272979	
168071	168071	a	a	49430	274271	220511	272979	
168071	168071	a	a	51549	274271	224329	272979	
168071	168071	a	a	53480	274271	227882	272979	
168071	168071	a	a	55817	274271	232716	272979	
168071	168071	a	a	57814	274271	236929	272979	
168071	168071	a	a	59876	274271	240649	272979	
168733	168733	a	a	61821	274271	243935	272979	
168733	168733	a	a	63612	274271	245313	272979	
168888	168888	a	a	65864	274271	246575	272979	
168888	168888	a	a	67863	274271	247729	272979	
168888	168888	a	a	70376	274271	249080	272979	
168888	168888	a	a	72888	274271	250502	272979	
168888	168888	a	a	75102	274271	252028	272979	
168888	168888	a	a	77658	274271	253307	272979	
168888	168888	a	a	80281	274271	254784	272979	
169369	169369	a	a	82916	274271	256220	272979	
169369	169369	a	a	85998	274271	257916	272979	
169369	169369	a	a	88645	274271	259228	272979	
169369	169369	a	a	91044	274271	260910	272979	
169369	169369	a	a	93574	274271	262441	272979	
169369	169369	a	a	96048	274271	263592	272979	
169369	169369	a	a	99129	274271	264742	272979	
169369	169369	a	a	101947	274271	266001	272979	
169369	169369	a	a	104804	274271	267043	272979	
171321	171321	a	a	107796	274271	268445	272979	
171321	171321	a	a	110694	274271	269869	272979	
171321	171321	a	a	113602	274271	270803	272979	
171321	171321	a	a	116782	274271	272118	272979	
171321	171321	a	a	120493	274271	272118	272979	
171321	171321	a	a	123595	274271	175680	272979	
171321	171321	a	a	126726	274271	179501	272979	
171321	171321	a	a	129718	274271	182937	272979	
171321	171321	a	a	133077	274271	186702	272979	
171321	171321	a	a	136222	274271	190468	272979	
171321	171321	a	a	138974	274271	193712	272979	
171321	171321	a	a	142632	274271	197377	272979	
171321	171321	a	a	146332	274271	200835	272979	
171321	171321	a	a	150161	274271	204485	272979	
171321	171321	a	a	153209	274271	208443	272979	
171321	171321	a	a	156556	274271	211847	272979	
171321	171321	a	a	160015	274271	215662	272979	
171321	171321	a	a	163820	274271	218814	272979	
171321	171321	a	a	166509	274271	222500	272979	
171530	171530	a	a	170393	274271	226357	272979	
171530	171530	a	a	174044	274271	230523	272979	
171530	171530	a	a	177749	274271	234277	272979	
171530	171530	a	a	182098	274271	237639	272979	
171530	171530	a	a	185554	274271	240715	272979	
171530	171530	a	a	189598	274271	244489	272979	
171530	171530	a	a	193588	274271	247775	272979	
171530	171530	a	a	197557	274271	249184	272979	
171530	171530	a	a	201917	274271	250376	272979	
171530	171530	a	a	205926	274271	251633	272979	
171530	171530	a	a	209696	274271	252884	272979	
171530	171530	a	a	213400	274271	254453	272979	
171710	171710	a	a	213469	274271	255839	272979	
171710	171710	a	a	213619	274271	257118	272979	
171710	171710	a	a	213826	274271	258422	272979	
171710	171710	a	a	214180	274271	259948	272979	
171710	171710	a	a	214394	274271	260986	272979	
171710	171710	a	a	214717	274271	262267	272979	
171710	171710	a	a	215124	274271	263592	272979	
171710	171710	a	a	215479	274271	264757	272979	
171710	171710	a	a	215900	274271	266588	272979	
171710	171710	a	a	216266	274271	267956	272979	
171710	171710	a	a	216628	274271	269335	272979	
171710	171710	a	a	217230	274271	270682	272979	
171710	171710	a	a	217846	274271	272304	272979	
171710	171710	a	a	218573	274271	273357	273357	
171710	171710	a	a	219395	274271	273357	273357	
171710	171710	a	a	219993	274271	149449	273357	
171710	171710	a	a	220785	274271	153143	273357	
171710	171710	a	a	221638	274271	156201	273357	
171710	171710	a	a	222421	274271	159583	273357	
171710	171710	a	a	223184	274271	162252	273357	
171710	171710	a	a	224047	274271	165080	273357	
171710	171710	a	a	225068	274271	168410	273357	
171710	171710	a	a	226019	274271	171852	273357	
171710	171710	a	a	226984	274271	175272	273357	
171710	171710	a	a	228201	274271	178262	273357	
171710	171710	a	a	229527	274271	181770	273357	
171710	171710	a	a	230891	274271	185272	273357	
171710	171710	a	a	232348	274271	188427	273357	
171710	171710	a	a	233383	274271	191602	273357	
171710	171710	a	a	234351	274271	195192	273357	
171710	171710	a	a	235191	274271	198956	273357	
171710	171710	a	a	236807	274271	203064	273357	
171710	171710	a	a	238103	274271	205944	273357	
171710	171710	a	a	239307	274271	209083	273357	
171710	171710	a	a	240533	274271	212598	273357	
171710	171710	a	a	241580	274271	216191	273357	
171710	171710	a	a	242809	274271	220219	273357	
171710	171710	a	a	244373	274271	223825	273357	
171710	171710	a	a	246309	274271	227896	273357	
171710	171710	a	a	247842	274271	231846	273357	
171710	171710	a	a	249323	274271	234880	273357	
171710	171710	a	a	249410	274271	239343	273357	
171710	171710	a	a	249535	274271	243633	273357	
171710	171710	a	a	249714	274271	247863	273357	
171710	171710	a	a	249914	274271	251708	273357	
171710	171710	a	a	250171	274271	253111	273357	
171710	171710	a	a	250596	274271	254746	273357	
171710	171710	a	a	251022	274271	256301	273357	
171710	171710	a	a	251386	274271	257816	273357	
171710	171710	a	a	251909	274271	259412	273357	
171710	171710	a	a	252521	274271	260626	273357	
171710	171710	a	a	253081	274271	262194	273357	
171710	171710	a	a	253555	274271	263610	273357	
171710	171710	a	a	254194	274271	265212	273357	
171710	171710	a	a	254720	274271	266312	273357	
171710	171710	a	a	255489	274271	267756	273357	
171710	171710	a	a	256198	274271	269171	273357	
171710	171710	a	a	256947	274271	270626	273357	
171710	171710	a	a	257763	274271	271608	273357	
171710	171710	a	a	258549	274271	272914	273357	
171710	171710	a	a	259531	274271	272914	273357	
171710	171710	a	a	260286	274271	150433	273357	
171710	171710	a	a	261383	274271	154052	273357	
171691	171710	a	a	262256	274271	156854	273357	
171691	171710	a	a	263259	274271	160079	273357	
171691	171710	a	a	264103	274271	163251	273357	
171691	171710	a	a	265192	274271	166008	273357	
171691	171710	a	a	266292	274271	169435	273357	
171691	171710	a	a	267296	274271	172839	273357	
171691	171710	a	a	268566	274271	175864	273357	
171691	171710	a	a	270044	274271	178959	273357	
171691	171710	a	a	271486	274271	182343	273357	
171691	171710	a	a	272919	274271	185306	273357	
171691	171710	a	a	272919	274271	188555	273357	
171688	171710	a	a	272919	274271	192072	273357	
171688	171710	a	a	273803	274271	195196	273357	
171688	171710	a	a	52	274271	198624	273357	
171688	171710	a	a	210	274271	202180	273357	
171688	171710	a	a	322	274271	206229	273357	
171688	171710	a	a	444	274271	209645	273357	
171688	171710	a	a	640	274271	213125	273357	
171688	171710	a	a	781	274271	217141	273357	
171688	171710	a	a	1117	274271	221267	273357	
171688	171710	a	a	1389	274271	224815	273357	
171688	171710	a	a	1788	274271	228794	273357	
171688	171710	a	a	2259	274271	232598	273357	
171688	171710	a	a	2829	274271	235674	273357	
171688	171710	a	a	3536	274271	239750	273357	
171688	171710	a	a	4057	274271	243980	273357	
171688	171710	a	a	4606	274271	247754	273357	
171688	171710	a	a	5132	274271	251040	273357	
171688	171710	a	a	5963	274271	252681	273357	
171688	171710	a	a	6745	274271	254448	273357	
171688	171710	a	a	7504	274271	255974	273357	
171688	171710	a	a	8467	274271	257557	273357	
171688	171710	a	a	9149	274271	259288	273357	
171688	171710	a	a	9733	274271	260907	273357	
171688	171710	a	a	10693	274271	262776	273357	
171688	171710	a	a	11280	274271	264204	273357	
171688	171710	a	a	12455	274271	265591	273357	
171688	171710	a	a	13295	274271	266829	273357	
171688	171710	a	a	14088	274271	268444	273357	
171688	171710	a	a	15167	274271	269743	273357	
171696	171710	a	a	16273	274271	271120	273357	
171696	171710	a	a	17250	274271	272604	273357	
171531	171710	a	a	18742	274271	274162	274162	
171531	171710	a	a	20152	274271	274162	274162	
171531	171710	a	a	21197	274271	157688	274162	
173967	173967	a	a	22585	274271	160928	274162	
173967	173967	a	a	24150	274271	163943	274162	
173967	173967	a	a	25441	274271	167056	274162	
173967	173967	a	a	26841	274271	169675	274162	
173967	173967	a	a	28098	274271	173192	274162	
173967	173967	a	a	29694	274271	176578	274162	
173967	173967	a	a	30983	274271	180245	274162	
173967	173967	a	a	32647	274271	183979	274162	
173967	173967	a	a	34185	274271	187263	274162	
173967	173967	a	a	35745	274271	190596	274162	
173967	173967	a	a	37296	274271	194276	274162	
173967	173967	a	a	38998	274271	197211	274162	
173967	173967	a	a	40727	274271	200844	274162	
173967	173967	a	a	42587	274271	204867	274162	
173967	173967	a	a	44202	274271	208247	274162	
173967	173967	a	a	45829	274271	212017	274162	
173967	173967	a	a	47783	274271	215633	274162	
173967	173967	a	a	49525	274271	219593	274162	
173967	173967	a	a	51677	274271	223577	274162	
173967	173967	a	a	53655	274271	227744	274162	
173967	173967	a	a	55932	274271	232179	274162	
173967	173967	a	a	58060	274271	236651	274162	
173967	173967	a	a	60057	274271	240496	274162	
173967	173967	a	a	62194	274271	241882	274162	
173967	173967	a	a	64473	274271	243339	274162	
173967	173967	a	a	66495	274271	244562	274162	
173967	173967	a	a	69162	274271	246135	274162	
173967	173967	a	a	71457	274271	247502	274162	
173967	173967	a	a	73904	274271	248877	274162	
173967	173967	a	a	76313	274271	250302	274162	
173967	173967	a	a	78743	274271	251526	274162	
173967	173967	a	a	81055	274271	253108	274162	
173967	173967	a	a	83879	274271	254676	274162	
173967	173967	a	a	85748	274271	256478	274162	
173967	173967	a	a	88461	274271	258450	274162	
173967	173967	a	a	91050	274271	259857	274162	
173967	173967	a	a	93893	274271	261229	274162	
173967	173967	a	a	96479	274271	262363	274162	
173967	173967	a	a	99197	274271	263617	274162	
173967	173967	a	a	102332	274271	264875	274162	
173967	173967	a	a	105237	274271	266087	274162	
173967	173967	a	a	108108	274271	267260	274162	
173967	173967	a	a	110965	274271	268518	274162	
173967	173967	a	a	113709	274271	270024	274162	
173967	173967	a	a	116298	274271	271264	274162	
173967	173967	a	a	119681	274271	272615	274162	
173967	173967	a	a	122666	274271	274121	274162	
173967	173967	a	a	126101	274271	274121	274162	
173967	173967	a	a	129336	274271	146777	274162	
173970	173970	a	a	132799	274271	149761	274162	
173970	173970	a	a	136573	274271	153265	274162	
173970	173970	a	a	139504	274271	156482	274162	
173970	173970	a	a	143136	274271	159692	274162	
173970	173970	a	a	146494	274271	162849	274162	
173970	173970	a	a	150077	274271	165977	274162	
173970	173970	a	a	153933	274271	169116	274162	
173970	173970	a	a	157218	274271	171746	274162	
173970	173970	a	a	160700	274271	174879	274162	
173970	173970	a	a	164156	274271	177942	274162	
173970	173970	a	a	167411	274271	181784	274162	
173970	173970	a	a	171090	274271	185099	274162	
173970	173970	a	a	173883	274271	188441	274162	
173970	173970	a	a	177899	274271	191745	274162	
173970	173970	a	a	182186	274271	195467	274162	
175819	175819	a	a	186027	274271	199105	274162	
175819	175819	a	a	189620	274271	202748	274162	
175819	175819	a	a	193684	274271	206641	274162	
175819	175819	a	a	197655	274271	210544	274162	
175819	175819	a	a	201215	274271	215116	274162	
175819	175819	a	a	205396	274271	218984	274162	
175819	175819	a	a	209563	274271	222281	274162	
175819	175819	a	a	209662	274271	226665	274162	
175819	175819	a	a	209812	274271	230933	274162	
175819	175819	a	a	210024	274271	235270	274162	
175819	175819	a	a	210248	274271	239419	274162	
175819	175819	a	a	210582	274271	243156	274162	
175819	175819	a	a	210799	274271	244418	274162	
175851	175851	a	a	211180	274271	245765	274162	
175851	175851	a	a	211522	274271	247068	274162	
175851	175851	a	a	211962	274271	248504	274162	
176673	176673	a	a	212579	274271	250132	274162	
176673	176673	a	a	213075	274271	251384	274162	
176673	176673	a	a	213618	274271	252736	274162	
176673	176673	a	a	214213	274271	254401	274162	
176673	176673	a	a	214848	274271	256004	274162	
176673	176673	a	a	215544	274271	257562	274162	
176673	176673	a	a	216120	274271	258832	274162	
176673	176673	a	a	217025	274271	260217	274162	
176673	176673	a	a	217848	274271	261424	274162	
176673	176673	a	a	218701	274271	262443	274162	
176673	176673	a	a	219435	274271	263935	274162	
176673	176673	a	a	220096	274271	265198	274162	
176673	176673	a	a	220922	274271	266344	274162	
176673	176673	a	a	221984	274271	267782	274162	
176673	176673	a	a	222882	274271	269184	274162	
176673	176673	a	a	223773	274271	270726	274162	
176673	176673	a	a	224894	274271	272021	274162	
176673	176673	a	a	225760	274271	272021	274162	
176673	176673	a	a	226582	274271	156743	274162	
176673	176673	a	a	227906	274271	159779	274162	
176673	176673	a	a	229194	274271	162747	274162	
176673	176673	a	a	230671	274271	165937	274162	
176673	176673	a	a	231794	274271	169414	274162	
176673	176673	a	a	233066	274271	172441	274162	
176673	176673	a	a	234475	274271	175484	274162	
176673	176673	a	a	235689	274271	179066	274162	
176673	176673	a	a	236913	274271	182023	274162	
176673	176673	a	a	238532	274271	185027	274162	
176673	176673	a	a	240119	274271	188175	274162	
176673	176673	a	a	241673	274271	192025	274162	
176673	176673	a	a	243055	274271	195655	274162	
176673	176673	a	a	244448	274271	199260	274162	
176673	176673	a	a	246201	274271	202881	274162	
176673	176673	a	a	247992	274271	206462	274162	
176673	176673	a	a	248079	274271	210333	274162	
176673	176673	a	a	248260	274271	213826	274162	
176673	176673	a	a	248456	274271	217503	274162	
176673	176673	a	a	248720	274271	220999	274162	
176673	176673	a	a	249025	274271	224962	274162	
176673	176673	a	a	249429	274271	228736	274162	
176673	176673	a	a	249879	274271	232714	274162	
176673	176673	a	a	250402	274271	236773	274162	
176673	176673	a	a	250880	274271	240607	274162	
176673	176673	a	a	251344	274271	244750	274162	
176673	176673	a	a	251860	274271	249185	274162	
176673	176673	a	a	252407	274271	252471	274162	
176673	176673	a	a	253157	274271	254463	274162	
176673	176673	a	a	253761	274271	255991	274162	
176673	176673	a	a	254410	274271	257716	274162	
176673	176673	a	a	255078	274271	258660	274162	
176673	176673	a	a	255926	274271	259949	274162	
176673	176673	a	a	256726	274271	261216	274162	
176673	176673	a	a	257567	274271	262618	274162	
176673	176673	a	a	258482	274271	263902	274162	
176673	176673	a	a	259581	274271	265336	274162	
176673	176673	a	a	260333	274271	266513	274162	
176673	176673	a	a	261232	274271	267892	274162	
176673	176673	a	a	262111	274271	269306	274162	
176673	176673	a	a	263195	274271	270884	274162	
176673	176673	a	a	264167	274271	272470	274162	
176673	176673	a	a	265269	274271	272470	274162	
