../jeu_100_25_4.txt_3_best	../jeu_100_25_4.txt_3_current	../jeu_100_75_2.txt_3_best	../jeu_100_75_2.txt_3_current	../jeu_200_25_8.txt_3_best	../jeu_200_25_8.txt_3_current	../jeu_200_75_5.txt_3_best	../jeu_200_75_5.txt_3_current	
0	-280	-280	0	-281.6	-281.6	0	-440.6	-440.6	0	-407	-407	
1	-252.4	-365.6	1	-246.24	-294.8	1	-418.16	-492.2	1	-360.6	-444.8	
2	-226.84	-327.8	2	-235.192	-352.8	2	-398.096	-442.6	2	-360.6	-518	
3	-224.272	-322.4	3	-192.715	-265	3	-390.058	-531.8	3	-354.28	-508	
4	-224.272	-344.2	4	-188.172	-302.2	4	-366.435	-414	4	-332.168	-399.2	
5	-224.272	-365.6	5	-188.172	-367.6	5	-325.061	-393.6	5	-326.134	-567.8	
6	-224.272	-350	6	-188.172	-360.4	6	-293.236	-421.4	6	-303.708	-414.8	
7	-209.018	-307.2	7	-178.938	-339.2	7	-293.236	-508.8	7	-303.708	-485.8	
8	-202.611	-245.8	8	-166.95	-231.2	8	-263.342	-474.2	8	-293.366	-537.2	
9	-167.166	-281.2	9	-132.78	-219	9	-263.342	-412.4	9	-293.366	-611.6	
10	-156.533	-308.8	10	-124.024	-261.6	10	-263.342	-573.8	10	-293.366	-543.6	
11	-156.533	-287.8	11	-124.024	-292.2	11	-263.342	-537.6	11	-293.366	-558.2	
12	-156.533	-352.8	12	-124.024	-319.4	12	-263.342	-446.6	12	-293.366	-440.4	
13	-156.533	-304.4	13	-124.024	-264.8	13	-250.873	-428.4	13	-281.093	-428	
14	-156.533	-353.4	14	-124.024	-281	14	-250.873	-473.4	14	-281.093	-427.8	
15	-156.533	-398.8	15	-124.024	-327.2	15	-250.873	-514	15	-279.474	-460.2	
16	-156.533	-289	16	-113.214	-283.8	16	-250.873	-479.8	16	-279.474	-518.4	
17	-156.533	-285.4	17	-113.214	-266.6	17	-250.873	-449.6	17	-279.474	-482.2	
18	-156.533	-284.2	18	-113.214	-273.6	18	-250.873	-513.2	18	-279.474	-478.6	
19	-146.226	-310.6	19	-113.214	-277	19	-250.873	-483.2	19	-275.779	-482	
20	-146.226	-402	20	-113.214	-330.4	20	-250.873	-511.8	20	-275.779	-567.8	
21	-146.226	-399.6	21	-113.214	-361	21	-250.873	-503.4	21	-275.779	-465.8	
22	-146.226	-308.8	22	-113.214	-324.8	22	-247.899	-385	22	-256.268	-359	
23	-146.226	-371.8	23	-113.214	-300	23	-247.899	-427.2	23	-244.014	-406	
24	-124.981	-244.8	24	-113.214	-272.4	24	-247.899	-497.8	24	-244.014	-427	
25	-124.981	-390.6	25	-113.214	-291	25	-227.519	-425	25	-244.014	-493.2	
26	-124.981	-353.8	26	-113.214	-307.2	26	-227.519	-438	26	-244.014	-503.2	
27	-124.981	-280.6	27	-113.214	-229	27	-227.519	-412.2	27	-244.014	-444.4	
28	-124.981	-307.6	28	-113.214	-241.8	28	-227.519	-449	28	-243.411	-429.8	
29	-124.981	-267.4	29	-113.214	-297.4	29	-227.519	-431	29	-232.729	-496.8	
30	-124.981	-335.4	30	-113.214	-257.6	30	-227.519	-546	30	-232.729	-500.8	
31	-124.981	-335.8	31	-113.214	-276.4	31	-227.519	-460.4	31	-232.729	-404	
32	-124.981	-232.8	32	-103.572	-267.2	32	-227.519	-552.8	32	-232.729	-592.6	
33	-124.981	-377.6	33	-103.572	-334.8	33	-227.519	-620	33	-232.729	-505.2	
34	-124.981	-275.2	34	-97.6572	-203	34	-227.519	-517.6	34	-232.729	-435.6	
35	-124.981	-360.8	35	-97.6572	-316.4	35	-227.519	-409	35	-232.729	-428.8	
36	-121.385	-339.8	36	-97.6572	-260.6	36	-227.519	-557.8	36	-232.729	-647	
37	-121.385	-415	37	-97.6572	-380.6	37	-227.519	-489.4	37	-232.729	-443	
38	-121.385	-350.2	38	-97.6572	-360.2	38	-227.519	-590.8	38	-232.729	-446.4	
39	-121.385	-316.4	39	-97.6572	-254.6	39	-227.519	-493.6	39	-193.437	-378.4	
40	-121.385	-345	40	-97.6572	-270	40	-218.215	-474.2	40	-193.437	-503.4	
41	-121.385	-306.4	41	-97.6572	-366.4	41	-218.215	-453.6	41	-193.437	-505.4	
42	-121.385	-232.2	42	-97.6572	-281	42	-218.215	-443.4	42	-193.437	-495.8	
43	-121.385	-298.8	43	-97.6572	-310.6	43	-218.215	-505.6	43	-193.437	-444.8	
44	-121.385	-300.4	44	-95.9258	-287.6	44	-218.215	-500.6	44	-193.437	-473.4	
45	-114.708	-283.6	45	-93.3406	-235	45	-218.215	-440.6	45	-193.437	-410.2	
46	-114.708	-366	46	-93.3406	-310.4	46	-218.215	-492.6	46	-193.437	-400	
47	-114.708	-267.6	47	-93.3406	-298.6	47	-218.215	-419.6	47	-193.437	-511.8	
48	-114.708	-311	48	-93.3406	-298.2	48	-218.215	-412	48	-193.437	-429.6	
49	-114.708	-319.2	49	-93.3406	-272.6	49	-218.215	-478.4	49	-193.437	-488.8	
50	-114.708	-312.4	50	-93.3406	-294.8	50	-218.215	-453.2	50	-193.437	-558.6	
51	-108.766	-272	51	-93.3406	-269	51	-218.215	-415.2	51	-193.437	-491.4	
52	-88.6131	-209.4	52	-93.3406	-214.8	52	-218.215	-386	52	-193.437	-402.8	
53	-88.6131	-355.4	53	-93.3406	-340.6	53	-218.215	-334.8	53	-193.437	-448.8	
54	-88.6131	-368.8	54	-93.3406	-291	54	-218.215	-388.4	54	-193.437	-497.4	
55	-88.6131	-323.4	55	-93.3406	-284.8	55	-204.372	-316.2	55	-193.437	-407.2	
56	-88.6131	-309	56	-93.3406	-312.6	56	-204.372	-444.8	56	-193.437	-552.4	
57	-87.6905	-273.2	57	-93.3406	-289.8	57	-204.372	-472	57	-193.437	-437.2	
58	-87.6905	-332	58	-93.3406	-284	58	-204.372	-515.4	58	-193.437	-444.6	
59	-87.6905	-318.6	59	-93.3406	-301.6	59	-204.372	-417.8	59	-193.437	-480.6	
60	-87.6905	-337.2	60	-93.3406	-311.4	60	-204.372	-497.6	60	-193.437	-462.8	
61	-87.6905	-404	61	-93.3406	-353.2	61	-204.372	-510.8	61	-193.437	-501.2	
62	-87.6905	-355.4	62	-93.3406	-302.4	62	-204.372	-502.2	62	-193.437	-479.8	
63	-87.6905	-240	63	-93.3406	-278	63	-204.372	-541.4	63	-193.437	-555.2	
64	-87.6905	-256	64	-93.3406	-219.8	64	-204.372	-478.4	64	-193.437	-446.6	
65	-87.6905	-314	65	-93.3406	-272.4	65	-172.898	-406.4	65	-187.75	-492.2	
66	-87.6905	-326	66	-93.3406	-366.2	66	-172.898	-545.8	66	-187.75	-410.4	
67	-87.6905	-319	67	-93.3406	-311	67	-172.898	-456.4	67	-187.75	-484.2	
68	-87.6905	-277	68	-93.3406	-242.2	68	-164.918	-346.6	68	27013.6	26889.2	
69	-87.6905	-366	69	-93.3406	-356.6	69	-164.918	-491.8	69	27013.6	-492.6	
